date,sh_index_000001,csi300_fund_050002,bond_pure_000015,dividend_100032,money_market_000198,gold_000216,nasdaq_000834,proxy_bond_qdii,proxy_quant_a,proxy_oil,proxy_global_tech
2017-07-27,3249.781,1.344,1.165,1.253,1.0732513293670782,1.0196,1.444,0.9973118279569891,0.975,0.8895,0.5636200716845877
2017-07-28,3253.24,1.3494,1.165,1.258,1.0733095588810893,1.0186,1.443,0.9982078853046595,0.98,0.8994,0.5663082437275985
2017-07-31,3273.028,1.3587,1.166,1.263,1.0734842663793476,1.0216,1.435,0.996415770609319,0.998,0.9037,0.5667562724014336
2017-08-01,3292.638,1.3682,1.165,1.269,1.0735425085314134,1.0222,1.436,0.9973118279569891,0.995,0.889,0.5663082437275985
2017-08-02,3285.057,1.3652,1.165,1.264,1.0736007538434216,1.0204,1.441,0.9991039426523296,0.99,0.8955,0.5618279569892473
2017-08-03,3272.929,1.3544,1.165,1.256,1.0736590023155432,1.0154,1.436,1.0008960573476702,0.993,0.8936,0.5618279569892473
2017-08-04,3262.081,1.3486,1.166,1.251,1.0737172539479503,1.022,1.437,1.0,0.991,0.8933,0.5627240143369175
2017-08-07,3279.457,1.354,1.166,1.26,1.0738920278085964,1.0151,1.446,1.0008960573476702,1.002,0.8911,0.5721326164874551
2017-08-08,3281.873,1.3543,1.165,1.26,1.0739502920838584,1.0137,1.443,1.0,0.998,0.8933,0.57168458781362
2017-08-09,3275.573,1.355,1.165,1.263,1.074008559520263,1.0177,1.44,0.996415770609319,1.004,0.8942,0.5730286738351253
2017-08-10,3261.749,1.3473,1.165,1.258,1.0740668301179819,1.0221,1.404,0.9910394265232975,0.997,0.8801,0.5622759856630823
2017-08-11,3208.541,1.3234,1.165,1.238,1.0741251038771862,1.0274,1.411,0.985663082437276,0.973,0.8765,0.5586917562724014
2017-08-14,3237.36,1.3366,1.166,1.247,1.0742999441254277,1.027,1.428,0.9883512544802866,0.989,0.8639,0.5676523297491038
2017-08-15,3251.262,1.3396,1.166,1.253,1.0743582305322896,1.02,1.431,0.9910394265232975,0.992,0.8579,0.568100358422939
2017-08-16,3246.451,1.3375,1.166,1.25,1.0744165201014948,1.0191,1.435,0.9937275985663081,0.992,0.8535,0.5721326164874551
2017-08-17,3268.43,1.3449,1.166,1.255,1.0744748128332149,1.0282,1.406,0.9928315412186379,1.0,0.8496,0.5707885304659498
2017-08-18,3268.724,1.3456,1.166,1.257,1.0745331087276213,1.0338,1.406,0.9919354838709676,0.998,0.8692,0.5730286738351253
2017-08-21,3286.906,1.3522,1.166,1.262,1.0747080153886757,1.0303,1.404,0.9919354838709676,1.006,0.8618,0.5770609318996416
2017-08-22,3290.226,1.3555,1.166,1.262,1.074766323935544,1.0273,1.421,0.9910394265232975,0.999,0.8637,0.5770609318996416
2017-08-23,3287.705,1.3543,1.166,1.261,1.074824635645957,1.0283,1.417,0.9919354838709676,0.992,0.8717,0.5779569892473118
2017-08-24,3271.512,1.3471,1.165,1.259,1.0748829505200859,1.0286,1.411,0.9910394265232975,0.986,0.8639,0.5761648745519713
2017-08-25,3331.522,1.3702,1.165,1.273,1.0749412685581028,1.0275,1.409,0.9919354838709676,0.998,0.8657,0.5694444444444443
2017-08-28,3362.651,1.3872,1.165,1.282,1.0751162416571964,1.0325,1.408,0.9901433691756272,1.007,0.854,0.5663082437275985
2017-08-29,3365.226,1.3868,1.164,1.283,1.075174572352481,1.0436,1.412,0.989247311827957,1.005,0.8485,0.5667562724014336
2017-08-30,3363.627,1.3885,1.164,1.286,1.0752329062125119,1.0323,1.425,0.9883512544802866,1.014,0.8413,0.5721326164874551
2017-08-31,3360.81,1.3855,1.163,1.28,1.0752912432374606,1.0316,1.435,0.9874551971326164,1.018,0.8602,0.575268817204301
2017-09-01,3367.119,1.3864,1.164,1.283,1.0753495834274989,1.0376,1.433,0.9865591397849461,1.028,0.8628,0.5770609318996416
2017-09-04,3379.583,1.3882,1.164,1.283,1.0755246229898685,1.0467,1.428,0.9829749103942651,1.031,0.8601,0.5761648745519713
2017-09-05,3384.317,1.3935,1.164,1.286,1.0755829758419826,1.0437,1.409,0.9793906810035841,1.029,0.869,0.5712365591397849
2017-09-06,3385.389,1.3927,1.164,1.284,1.0756413318600448,1.0481,1.412,0.978494623655914,1.035,0.879,0.5712365591397849
2017-09-07,3365.497,1.3856,1.165,1.282,1.0756996910442271,1.0443,1.414,0.9793906810035841,1.029,0.8774,0.5761648745519713
2017-09-08,3365.243,1.3894,1.165,1.282,1.0757580533947013,1.0456,1.398,0.9758064516129031,1.032,0.86,0.57168458781362
2017-09-11,3376.419,1.3925,1.166,1.283,1.075933159445593,1.0446,1.412,0.9758064516129031,1.04,0.8597,0.5775089605734766
2017-09-12,3379.488,1.3962,1.167,1.287,1.0759915344629525,1.0386,1.421,0.9802867383512545,1.041,0.8695,0.5824372759856631
2017-09-13,3384.147,1.3992,1.167,1.29,1.0760499126474627,1.0414,1.426,0.9820788530465949,1.045,0.8818,0.5855734767025089
2017-09-14,3371.426,1.3954,1.168,1.287,1.0761082939992959,1.0382,1.419,0.9829749103942651,1.043,0.8917,0.5824372759856631
2017-09-15,3353.619,1.3906,1.168,1.286,1.0761666785186237,1.0397,1.423,0.9829749103942651,1.035,0.8952,0.5819892473118279
2017-09-18,3362.859,1.3949,1.169,1.289,1.0763418510832927,1.035,1.421,0.9829749103942651,1.042,0.8885,0.5878136200716846
2017-09-19,3356.845,1.3908,1.169,1.286,1.0764002482743171,1.0338,1.426,0.9838709677419355,1.037,0.8899,0.5878136200716846
2017-09-20,3365.996,1.3958,1.169,1.292,1.0764586486336956,1.0347,1.425,0.9865591397849461,1.046,0.902,0.5905017921146953
2017-09-21,3357.812,1.3918,1.169,1.289,1.0765170521615999,1.0258,1.42,0.989247311827957,1.036,0.906,0.589605734767025
2017-09-22,3352.529,1.3945,1.169,1.291,1.076575458858202,1.0284,1.419,0.9901433691756272,1.033,0.9064,0.5882616487455197
2017-09-25,3341.549,1.3889,1.169,1.286,1.0767506979619135,1.0258,1.406,0.9919354838709676,1.022,0.9296,0.5766129032258064
2017-09-26,3343.583,1.3913,1.169,1.286,1.0768091173350256,1.0389,1.412,0.9928315412186379,1.027,0.93,0.5770609318996416
2017-09-27,3345.272,1.3943,1.169,1.288,1.0768675398776952,1.0303,1.428,0.9928315412186379,1.034,0.9315,0.586021505376344
2017-09-28,3339.642,1.3935,1.17,1.286,1.0769259655900942,1.0264,1.429,0.9937275985663081,1.03,0.9284,0.5846774193548386
2017-09-29,3348.943,1.3989,1.17,1.29,1.0769843944723947,1.029,1.441,0.9955197132616487,1.037,0.9251,0.5909498207885304
2017-10-09,3374.378,1.4127,1.171,1.304,1.077568857677813,1.0247,1.462,1.0,1.047,0.8994,0.6070788530465949
2017-10-10,3382.988,1.4128,1.171,1.304,1.0776273214403813,1.0243,1.458,0.9973118279569891,1.05,0.9132,0.6079749103942652
2017-10-11,3388.284,1.4157,1.171,1.309,1.0776857883749151,1.0204,1.452,0.9919354838709676,1.045,0.9102,0.6052867383512545
2017-10-12,3386.1,1.4201,1.171,1.31,1.077744258481587,1.0244,1.449,0.9928315412186379,1.045,0.9031,0.6043906810035842
2017-10-13,3390.523,1.4236,1.171,1.311,1.0778027317605687,1.0253,1.455,0.9946236559139785,1.05,0.9149,0.6097670250896057
2017-10-16,3378.47,1.4197,1.171,1.304,1.077978170633095,1.0309,1.46,0.9946236559139785,1.036,0.9233,0.6146953405017921
2017-10-17,3372.041,1.4186,1.17,1.303,1.0780366566030382,1.0258,1.462,0.9982078853046595,1.036,0.9233,0.6097670250896057
2017-10-18,3381.794,1.43,1.17,1.313,1.0780951457461516,1.0223,1.463,1.0,1.028,0.926,0.6129032258064516
2017-10-19,3370.172,1.4269,1.17,1.315,1.078153638062608,1.0193,1.46,1.0017921146953406,1.018,0.9196,0.6102150537634409
2017-10-20,3378.648,1.4257,1.17,1.315,1.0782121335525792,1.0191,1.464,1.0017921146953406,1.03,0.9239,0.6133512544802867
2017-10-23,3380.699,1.43,1.171,1.316,1.0783876390653049,1.0163,1.457,1.003584229390681,1.037,0.9243,0.6137992831541218
2017-10-24,3388.248,1.44,1.171,1.324,1.078446147251058,1.0195,1.461,1.0026881720430108,1.037,0.9327,0.6133512544802867
2017-10-25,3396.898,1.4486,1.17,1.328,1.078504658611187,1.0154,1.456,1.0026881720430108,1.047,0.9338,0.6088709677419354
2017-10-26,3407.567,1.4523,1.17,1.33,1.0785631731458643,1.0176,1.451,1.0026881720430108,1.053,0.9388,0.6048387096774194
2017-10-27,3416.812,1.4596,1.169,1.335,1.078621690855262,1.012,1.496,1.0053763440860215,1.046,0.9611,0.6133512544802867
2017-10-30,3390.337,1.4554,1.168,1.33,1.0787972630334999,1.0118,1.5,1.007168458781362,1.025,0.966,0.6146953405017921
2017-10-31,3393.342,1.4538,1.167,1.326,1.078855793443502,1.0154,1.502,1.0062724014336917,1.033,0.9696,0.618279569892473
2017-11-01,3395.913,1.4508,1.167,1.32,1.0789143270290855,1.0135,1.5,1.0053763440860215,1.033,0.9672,0.6169354838709676
2017-11-02,3383.31,1.4471,1.168,1.321,1.0789728637904232,1.0131,1.495,1.003584229390681,1.02,0.9682,0.6146953405017921
2017-11-03,3371.744,1.4459,1.168,1.316,1.0790314037276874,1.0142,1.505,1.0017921146953406,1.01,0.9789,0.6173835125448027
2017-11-06,3388.174,1.46,1.168,1.324,1.0792070425967606,1.0121,1.513,1.003584229390681,1.024,1.0108,0.6308243727598565
2017-11-07,3413.575,1.4699,1.168,1.331,1.0792655952394532,1.0168,1.514,1.003584229390681,1.029,1.0124,0.6339605734767024
2017-11-08,3415.46,1.4672,1.167,1.33,1.0793241510589338,1.0177,1.521,1.0026881720430108,1.031,1.0111,0.6339605734767024
2017-11-09,3427.795,1.4774,1.167,1.336,1.0793827100553746,1.0206,1.514,1.0026881720430108,1.039,1.0154,0.635752688172043
2017-11-10,3432.673,1.4917,1.167,1.345,1.0794412722289481,1.0228,1.513,1.0008960573476702,1.04,1.0141,0.6388888888888888
2017-11-13,3447.836,1.4982,1.166,1.351,1.079616977814189,1.0192,1.516,1.0,1.046,1.0101,0.6420250896057347
2017-11-14,3429.548,1.4888,1.165,1.342,1.0796755526980175,1.0173,1.512,1.0008960573476702,1.043,0.9882,0.6370967741935483
2017-11-15,3402.525,1.4786,1.165,1.336,1.0797341307598405,1.0193,1.502,0.9973118279569891,1.036,0.9848,0.6335125448028673
2017-11-16,3399.25,1.4957,1.165,1.34,1.0797927119998305,1.0156,1.521,0.9982078853046595,1.041,0.9834,0.6451612903225805
2017-11-17,3382.908,1.4998,1.165,1.342,1.0798512964181601,1.0185,1.515,0.9991039426523296,1.012,0.9991,0.6442652329749103
2017-11-20,3392.399,1.5112,1.165,1.348,1.0800270687449107,1.0238,1.514,0.9991039426523296,1.016,0.9925,0.6487455197132616
2017-11-21,3410.498,1.5402,1.164,1.364,1.080085665878323,1.0187,1.531,1.0017921146953406,1.02,1.0009,0.6590501792114695
2017-11-22,3430.464,1.5419,1.163,1.366,1.0801442661909373,1.0181,1.531,1.0017921146953406,1.018,1.0109,0.653673835125448
2017-11-23,3351.918,1.4926,1.162,1.333,1.0802028696829258,1.0197,1.525,1.0017921146953406,0.998,1.0093,0.6438172043010753
2017-11-24,3353.821,1.4934,1.161,1.331,1.0802614763544611,1.0197,1.526,0.996415770609319,1.001,1.0132,0.6402329749103942
2017-11-27,3322.23,1.4726,1.161,1.319,1.080437315448073,1.02,1.526,0.9982078853046595,0.994,1.0092,0.6308243727598565
2017-11-28,3333.657,1.4787,1.161,1.322,1.0804959348395209,1.0215,1.531,0.9982078853046595,1.011,1.0093,0.635752688172043
2017-11-29,3337.862,1.4828,1.16,1.322,1.080554557411378,1.0232,1.509,0.9973118279569891,1.021,1.0036,0.621415770609319
2017-11-30,3317.188,1.4676,1.16,1.312,1.0806131831638173,1.0167,1.521,0.9973118279569891,1.015,1.0024,0.6164874551971326
2017-12-01,3317.617,1.4652,1.161,1.312,1.0806718120970111,1.0108,1.516,0.9991039426523296,1.02,1.017,0.6120071684587813
2017-12-04,3309.618,1.4731,1.161,1.315,1.0808477179828457,1.01,1.5,1.0,1.014,1.0047,0.6084229390681003
2017-12-05,3303.675,1.4781,1.162,1.319,1.0809063596407835,1.0108,1.5,1.0017921146953406,0.992,1.0075,0.6070788530465949
2017-12-06,3293.965,1.4696,1.162,1.311,1.080965004480339,1.0055,1.507,1.0017921146953406,0.997,0.9874,0.6075268817204301
2017-12-07,3272.054,1.45,1.163,1.299,1.0810236525016845,0.9979,1.513,1.0008960573476702,0.99,0.9934,0.6129032258064516
2017-12-08,3289.992,1.464,1.163,1.301,1.081082303704993,0.9921,1.52,1.0008960573476702,1.0,1.0097,0.6227598566308242
2017-12-11,3322.196,1.4875,1.163,1.316,1.081258276408421,0.9935,1.53,1.0,1.011,1.0192,0.6303763440860215
2017-12-12,3280.814,1.4688,1.163,1.304,1.0813169403413072,0.9909,1.528,1.0,1.0,1.0096,0.6227598566308242
2017-12-13,3303.037,1.4827,1.163,1.313,1.081375607457019,0.9918,1.532,1.0,1.007,0.9963,0.6263440860215053
2017-12-14,3292.439,1.477,1.163,1.31,1.08143427775573,1.0,1.526,1.0,1.007,1.0001,0.621863799283154
2017-12-15,3266.137,1.458,1.163,1.299,1.0814929512376121,0.9986,1.545,1.0002,0.995,1.0036,0.6232078853046594
2017-12-18,3267.922,1.4592,1.164,1.302,1.0816689907840145,0.9997,1.557,1.0004,0.996,1.007,0.629032258064516
2017-12-19,3296.538,1.4798,1.164,1.313,1.0817276770003095,1.0047,1.548,1.0019,1.003,1.0101,0.629032258064516
2017-12-20,3287.606,1.4779,1.164,1.311,1.0817863664006397,1.0026,1.545,1.0028,0.994,1.0195,0.6285842293906809
2017-12-21,3300.059,1.4968,1.164,1.317,1.0818450589851776,1.0007,1.539,0.9997,1.001,1.018,0.6312724014336917
2017-12-22,3297.063,1.4924,1.164,1.317,1.0819037547540962,1.0019,1.538,0.9999,1.001,1.0199,0.6308243727598565
2017-12-25,3280.461,1.4878,1.164,1.319,1.082079861168863,1.0056,1.538,0.9999,0.993,1.0177,0.6276881720430108
2017-12-26,3306.125,1.4918,1.165,1.323,1.0821385696770314,1.007,1.522,0.9954,0.998,1.0267,0.6232078853046594
2017-12-27,3275.783,1.4677,1.164,1.314,1.0821972813704446,1.01,1.522,0.9953,0.992,1.0349,0.6236559139784945
2017-12-28,3296.385,1.4797,1.164,1.32,1.0822559962492748,1.0128,1.524,0.9943,0.998,1.0377,0.6272401433691756
2017-12-29,3307.172,1.4836,1.164,1.328,1.0823147143136953,1.0111,1.512,0.9935,1.005,1.0417,0.6272401433691756
2017-12-31,3307.172,1.4835,1.165,1.328,1.0824321599999982,1.0111,1.512,0.9933,1.005,1.0416,0.6272401433691756
2018-01-02,3348.326,1.5072,1.166,1.349,1.082549618430736,1.0194,1.531,0.9906,1.026,1.0395,0.6402329749103942
2018-01-03,3369.108,1.5141,1.166,1.354,1.0826083524256997,1.0222,1.542,0.9902,1.032,1.0536,0.6460573476702508
2018-01-04,3385.71,1.52,1.166,1.359,1.0826670896072912,1.0187,1.547,0.9922,1.039,1.0603,0.6496415770609318
2018-01-05,3391.75,1.5219,1.166,1.369,1.0827258299756826,1.0226,1.559,0.9911,1.04,1.0544,0.6545698924731183
2018-01-08,3409.48,1.5318,1.167,1.381,1.0829020702033871,1.0238,1.562,0.9904,1.05,1.0569,0.6568100358422938
2018-01-09,3413.9,1.5406,1.167,1.38,1.0829608233207084,1.026,1.565,0.9916,1.05,1.0704,0.6626344086021505
2018-01-10,3421.834,1.5475,1.168,1.384,1.0830195796256945,1.024,1.567,0.9941,1.044,1.0837,0.66084229390681
2018-01-11,3425.345,1.5453,1.167,1.38,1.0830783391185184,1.0283,1.576,0.9935,1.041,1.0872,0.6594982078853046
2018-01-12,3428.941,1.5556,1.167,1.385,1.083137101799353,1.0304,1.582,0.9908,1.039,1.0875,0.6635304659498208
2018-01-15,3410.488,1.5607,1.168,1.381,1.0833134089716503,1.0347,1.582,0.9908,1.018,1.0859,0.6568100358422938
2018-01-16,3436.594,1.5674,1.168,1.397,1.0833721844062574,1.0321,1.564,0.9849,1.03,1.0761,0.6509856630824372
2018-01-17,3444.671,1.5602,1.168,1.393,1.08343096302974,1.0279,1.579,0.9837,1.026,1.0751,0.654121863799283
2018-01-18,3474.754,1.5727,1.168,1.215,1.0834897448422713,1.0224,1.58,0.9845,1.034,1.0754,0.6550179211469533
2018-01-19,3487.864,1.5735,1.168,1.215,1.0835485298440242,1.0202,1.58,0.981,1.031,1.0658,0.6559139784946236
2018-01-22,3501.362,1.594,1.168,1.227,1.0837249039863432,1.0215,1.594,0.9801,1.049,1.0714,0.6603942652329748
2018-01-23,3546.505,1.609,1.169,1.241,1.0837837017467133,1.0258,1.604,0.979,1.048,1.0816,0.6626344086021505
2018-01-24,3559.465,1.6096,1.169,1.241,1.08384250269717,1.0284,1.592,0.9777,1.051,1.0895,0.6603942652329748
2018-01-25,3548.307,1.6031,1.169,1.237,1.0839013068378869,1.0322,1.587,0.9766,1.053,1.0855,0.6599462365591398
2018-01-26,3558.129,1.6102,1.169,1.244,1.083960114169037,1.0271,1.603,0.9728,1.055,1.0855,0.6675627240143368
2018-01-29,3523.001,1.5886,1.169,1.233,1.084136555306816,1.0216,1.591,0.9698,1.048,1.0719,0.657258064516129
2018-01-30,3488.009,1.5716,1.169,1.22,1.0841953754014293,1.0144,1.58,0.9687,1.046,1.0593,0.6527777777777778
2018-01-31,3480.833,1.5812,1.17,1.221,1.0842541986873413,1.0145,1.585,0.9694,1.037,1.0627,0.6590501792114695
2018-02-01,3446.98,1.5744,1.17,1.211,1.084313025164725,1.012,1.567,0.9656,1.011,1.0727,0.6496415770609318
2018-02-02,3462.081,1.5887,1.17,1.219,1.0843718548337538,1.0133,1.533,0.963,1.021,1.0546,0.6402329749103942
2018-02-05,3487.497,1.5962,1.171,1.226,1.084548362992441,1.005,1.48,0.9627,1.026,1.0464,0.6258960573476702
2018-02-06,3370.652,1.5471,1.171,1.196,1.0846072054297813,1.0113,1.521,0.9594,0.98,1.0353,0.621863799283154
2018-02-07,3309.26,1.5067,1.171,1.171,1.0846660510596324,0.9987,1.498,0.9585,0.976,1.0131,0.6137992831541218
2018-02-08,3262.05,1.488,1.172,1.159,1.0847248998821675,0.9967,1.437,0.9553,0.98,0.9936,0.5994623655913979
2018-02-09,3129.851,1.4192,1.172,1.121,1.08478375189756,0.9978,1.469,0.955,0.938,0.9804,0.6043906810035842
2018-02-12,3154.125,1.44,1.173,1.131,1.0849603271026136,0.9996,1.487,0.9534,0.959,0.9799,0.6129032258064516
2018-02-13,3184.959,1.4596,1.174,1.142,1.0850191918911676,1.0035,1.5,0.9558,0.965,0.9769,0.621415770609319
2018-02-14,3199.159,1.4711,1.174,1.146,1.085078059873445,1.0109,1.53,0.9582,0.971,0.9965,0.6370967741935483
2018-02-22,3268.559,1.5076,1.175,1.17,1.0855491187265078,1.0042,1.55,0.9634,0.989,1.0331,0.653673835125448
2018-02-23,3289.024,1.5148,1.175,1.173,1.0856080154600958,1.0063,1.577,0.963,0.996,1.0465,0.6626344086021505
2018-02-26,3329.574,1.5344,1.176,1.183,1.0857847248342936,1.0121,1.594,0.9643,1.013,1.0527,0.6626344086021505
2018-02-27,3292.068,1.5104,1.177,1.167,1.0858436343507485,1.0078,1.57,0.9616,1.005,1.0401,0.654121863799283
2018-02-28,3259.408,1.4986,1.178,1.159,1.0859025470633539,1.0002,1.564,0.963,1.007,1.0201,0.6518817204301075
2018-03-01,3273.755,1.5072,1.178,1.161,1.085961462972283,0.9983,1.543,0.9624,1.015,1.0082,0.650537634408602
2018-03-02,3254.528,1.4937,1.178,1.157,1.086020382077709,1.0023,1.556,0.9613,1.006,1.0098,0.650537634408602
2018-03-05,3256.926,1.4904,1.179,1.155,1.0861971585747041,1.0067,1.573,0.9632,1.005,1.0274,0.6514336917562723
2018-03-06,3289.642,1.5094,1.179,1.169,1.0862560904678529,1.0034,1.579,0.9635,1.02,1.0298,0.6599462365591398
2018-03-07,3271.668,1.4964,1.179,1.164,1.086315025558366,1.0076,1.58,0.9617,1.012,1.0173,0.66084229390681
2018-03-08,3288.406,1.5087,1.18,1.173,1.0863739638464167,1.0071,1.586,0.9611,1.02,1.0039,0.6653225806451613
2018-03-09,3307.166,1.5165,1.18,1.178,1.086432905332179,1.0013,1.621,0.9633,1.028,1.0253,0.6747311827956989
2018-03-12,3326.699,1.5248,1.181,1.182,1.086609748977468,1.0019,1.624,0.9624,1.039,1.0203,0.6787634408602149
2018-03-13,3310.239,1.5124,1.181,1.176,1.0866687032558102,1.0015,1.603,0.9607,1.031,1.0124,0.6702508960573476
2018-03-14,3291.382,1.5061,1.181,1.171,1.0867276607327312,1.0031,1.601,0.9602,1.025,1.0143,0.671594982078853
2018-03-15,3291.112,1.5119,1.181,1.172,1.0867866214084048,1.0025,1.598,0.9585,1.023,1.0172,0.6765232974910393
2018-03-16,3269.882,1.499,1.182,1.164,1.0868455852830041,0.9996,1.6,0.9607,1.017,1.0337,0.6729390681003583
2018-03-19,3279.252,1.5007,1.182,1.159,1.0870224961020933,0.9938,1.567,0.9595,1.016,1.0321,0.6684587813620071
2018-03-20,3290.64,1.5017,1.182,1.159,1.087081472774132,0.9971,1.569,0.9578,1.02,1.0479,0.6756272401433691
2018-03-21,3280.952,1.4936,1.183,1.156,1.0871404526459645,0.9978,1.566,0.9598,1.012,1.0763,0.6729390681003583
2018-03-22,3263.48,1.48,1.184,1.147,1.0871994357177643,1.0064,1.525,0.9571,1.003,1.0629,0.6527777777777778
2018-03-23,3152.761,1.4361,1.186,1.116,1.0872584219897052,1.0167,1.49,0.9553,0.959,1.0831,0.639784946236559
2018-03-26,3133.722,1.4255,1.187,1.109,1.0874354000081103,1.0143,1.541,0.9536,0.966,1.0788,0.6518817204301075
2018-03-27,3166.649,1.4373,1.187,1.116,1.0874943990823518,1.0138,1.48,0.9517,0.984,1.0688,0.6375448028673835
2018-03-28,3122.29,1.4118,1.188,1.102,1.0875534013576023,1.008,1.463,0.9509,0.971,1.0635,0.6249999999999999
2018-03-29,3160.531,1.4305,1.188,1.12,1.0876124068340358,0.9984,1.497,0.9556,0.982,1.0716,0.6353046594982078
2018-03-30,3168.897,1.4315,1.189,1.121,1.087671415511826,1.0004,1.497,0.9556,0.992,1.0686,0.6344086021505375
2018-04-02,3163.179,1.4262,1.19,1.116,1.0878484607550727,1.0015,1.448,0.9556,0.991,1.0525,0.6241039426523297
2018-04-03,3136.633,1.4177,1.19,1.108,1.087907482240026,1.0075,1.465,0.9555,0.983,1.0499,0.6263440860215053
2018-04-04,3131.111,1.4133,1.191,1.107,1.0879665069272046,1.0063,1.489,0.957,0.979,1.0497,0.6258960573476702
2018-04-09,3138.294,1.413,1.193,1.103,1.0882616784025556,1.004,1.474,0.9626,0.979,1.0564,0.6317204301075268
2018-04-10,3190.322,1.44,1.193,1.122,1.088320722306734,1.0057,1.504,0.9636,0.989,1.0835,0.6456093189964157
2018-04-11,3208.082,1.4451,1.194,1.129,1.0883797694143535,1.009,1.493,0.9622,0.993,1.1003,0.6456093189964157
2018-04-12,3180.158,1.4306,1.194,1.119,1.0884388197255885,1.0135,1.507,0.961,0.986,1.0966,0.6456093189964157
2018-04-13,3159.052,1.4222,1.194,1.115,1.0884978732406128,1.0062,1.502,0.9622,0.983,1.1053,0.6393369175627239
2018-04-16,3110.649,1.3987,1.195,1.098,1.088675053010158,1.0089,1.512,0.9609,0.973,1.0939,0.6393369175627239
2018-04-17,3066.797,1.3762,1.196,1.086,1.088734119342077,1.0111,1.539,0.9596,0.95,1.0924,0.6388888888888888
2018-04-18,3091.399,1.3845,1.201,1.092,1.0887931888786542,1.0094,1.544,0.9595,0.961,1.1193,0.6406810035842293
2018-04-19,3117.376,1.3998,1.2,1.101,1.0888522616200635,1.0133,1.532,0.9589,0.966,1.1262,0.6447132616487454
2018-04-20,3071.543,1.38,1.2,1.087,1.0889113375664792,1.0088,1.51,0.9583,0.946,1.1207,0.6379928315412186
2018-04-23,3068.012,1.3801,1.2,1.089,1.089088584637501,1.0036,1.509,0.9571,0.939,1.1334,0.632616487455197
2018-04-24,3128.927,1.41,1.2,1.109,1.0891476734056795,1.0021,1.484,0.9595,0.961,1.1332,0.6344086021505375
2018-04-25,3117.974,1.4053,1.2,1.105,1.089206765379734,0.9999,1.481,0.9571,0.964,1.1241,0.6281362007168457
2018-04-26,3075.03,1.3803,1.199,1.09,1.0892658605598378,1.0025,1.515,0.9583,0.946,1.1358,0.6312724014336917
2018-04-27,3082.232,1.3827,1.199,1.091,1.089324958946165,0.999,1.519,0.96,0.949,1.1346,0.6339605734767024
2018-05-02,3081.177,1.3853,1.199,1.097,1.089620498977243,0.9971,1.523,0.9605,0.949,1.1317,0.6415770609318996
2018-05-03,3100.859,1.3941,1.199,1.105,1.0896796166045646,0.9956,1.524,0.9589,0.958,1.1405,0.6438172043010753
2018-05-04,3091.033,1.3897,1.199,1.103,1.0897387374393277,0.9959,1.547,0.9548,0.958,1.1558,0.6460573476702508
2018-05-07,3136.645,1.4119,1.199,1.117,1.089916119190005,0.9977,1.56,0.9544,0.979,1.1643,0.6554659498207885
2018-05-08,3161.498,1.4246,1.199,1.125,1.0899752528562738,0.9989,1.561,0.9537,0.985,1.1619,0.6635304659498208
2018-05-09,3159.15,1.4213,1.198,1.124,1.0900343897308542,0.9962,1.579,0.9522,0.983,1.1919,0.6666666666666666
2018-05-10,3174.413,1.4272,1.198,1.129,1.0900935298139203,0.998,1.596,0.951,0.988,1.1965,0.6742831541218637
2018-05-11,3163.263,1.4205,1.198,1.124,1.090152673105646,1.0004,1.588,0.9497,0.978,1.1899,0.6706989247311828
2018-05-14,3174.032,1.4314,1.198,1.129,1.090330122234522,0.9994,1.586,0.9479,0.979,1.1947,0.6729390681003583
2018-05-15,3192.118,1.4378,1.198,1.133,1.0903892783626274,0.9956,1.573,0.9503,0.987,1.2005,0.6720430107526881
2018-05-16,3169.565,1.426,1.197,1.127,1.0904484377002632,0.9868,1.589,0.9526,0.987,1.2068,0.6769713261648744
2018-05-17,3154.283,1.4173,1.197,1.124,1.0905076002476033,0.9809,1.581,0.9521,0.981,1.2159,0.6778673835125447
2018-05-18,3193.303,1.4297,1.197,1.134,1.0905667660048217,0.9818,1.576,0.9529,0.986,1.2087,0.6778673835125447
2018-05-21,3213.84,1.4369,1.197,1.138,1.09074428253749,0.9801,1.586,0.9537,0.996,1.2187,0.6823476702508959
2018-05-22,3214.35,1.4309,1.198,1.134,1.0908034611359643,0.9825,1.582,0.9537,1.0,1.2236,0.6814516129032256
2018-05-23,3168.964,1.411,1.198,1.123,1.090862642945188,0.9842,1.595,0.9524,0.987,1.2139,0.6845878136200716
2018-05-24,3154.651,1.4015,1.198,1.117,1.090921827965335,0.9884,1.595,0.9542,0.984,1.2042,0.6854838709677419
2018-05-25,3141.303,1.3961,1.199,1.115,1.09098101619658,0.9928,1.599,0.9562,0.977,1.1652,0.6827956989247311
2018-05-28,3135.082,1.4009,1.199,1.118,1.0911586001586437,0.989,1.599,0.9562,0.983,1.1626,0.6863799283154122
2018-05-29,3120.461,1.3922,1.199,1.114,1.091217801236022,0.9911,1.595,0.958,0.974,1.1494,0.6832437275985662
2018-05-30,3041.443,1.3652,1.199,1.096,1.0912770055253695,0.9929,1.61,0.956,0.955,1.1788,0.6863799283154122
2018-05-31,3095.474,1.3909,1.199,1.116,1.09133621302686,0.9953,1.607,0.9535,0.976,1.1686,0.69668458781362
2018-06-01,3075.137,1.3804,1.199,1.108,1.091395423740668,0.9936,1.63,0.9506,0.964,1.1503,0.7011648745519712
